season,pos,name,team,proj_fpts
2012,QB,Matt Cassel,KC,258.7
2012,QB,Andrew Luck,IND,256.3
2012,QB,Jake Locker,TEN,251.4
2012,QB,Mark Sanchez,NYJ,244.4
2012,QB,Brandon Weeden,CLE,226.5
2012,QB,Blaine Gabbert,JAC,224.9
2012,QB,John Skelton,ARI,173.3
2012,QB,Ryan Tannehill,MIA,161
2012,QB,Kevin Kolb,ARI,124.9
2012,QB,Tim Tebow,NYJ,107.7
2012,QB,Matt Moore,MIA,84
2012,QB,Nick Foles,PHI,45.8
2012,QB,Matt Hasselbeck,TEN,45.4
2012,QB,Brady Quinn,KC,40
2012,QB,Matt Flynn,SEA,37.1
2012,QB,Drew Stanton,IND,33.1
2012,QB,Chad Henne,JAC,32.4
2012,QB,Graham Harrell,GB,25.8
2012,QB,Charlie Batch,PIT,23.5
2012,QB,T.J. Yates,HOU,23.3
2012,QB,Rex Grossman,WAS,21.9
2012,QB,Dan Orlovsky,TB,20
2012,QB,Joe Webb,MIN,15.7
2012,QB,Kyle Orton,DAL,15.6
2012,QB,Colin Kaepernick,SF,13.4
2012,QB,Austin Davis,STL,13.1
2012,QB,Tarvaris Jackson,BUF,12.8
2012,QB,Jason Campbell,CHI,12.4
2012,QB,Luke McCown,ATL,11.1
2012,QB,Chase Daniel,NO,10.3
2012,QB,Tyrod Taylor,BAL,8.8
2012,QB,David Carr,NYG,8.3
2012,QB,Matt Leinart,LV,7.9
2012,QB,Colt McCoy,CLE,7.8
2012,QB,Ryan Mallett,NE,6.8
2012,QB,Bruce Gradkowski,CIN,4
2012,QB,Shaun Hill,DET,3.3
2012,QB,Brock Osweiler,DEN,2.3
2012,QB,Derek Anderson,CAR,1.5
2012,QB,Charlie Whitehurst,SD,0.5
2012,RB,Arian Foster,HOU,306.1
2012,RB,Ray Rice,BAL,268.2
2012,RB,LeSean McCoy,PHI,259.4
2012,RB,Matt Forte,CHI,221.4
2012,RB,Chris Johnson,TEN,216.2
2012,RB,Darren McFadden,LV,210.7
2012,RB,Ryan Mathews,SD,210.3
2012,RB,Marshawn Lynch,SEA,198.1
2012,RB,Steven Jackson,STL,197
2012,RB,Jamaal Charles,KC,196.3
2012,RB,Ahmad Bradshaw,NYG,195.6
2012,RB,DeMarco Murray,DAL,191.5
2012,RB,Fred Jackson,BUF,189.1
2012,RB,Trent Richardson,CLE,187.4
2012,RB,Doug Martin,TB,181
2012,RB,Adrian Peterson,MIN,178.1
2012,RB,Shonn Greene,NYJ,176.4
2012,RB,Maurice Jones-Drew,JAC,174.1
2012,RB,Darren Sproles,NO,169
2012,RB,Frank Gore,SF,168.6
2012,RB,Reggie Bush,MIA,161.2
2012,RB,Michael Turner,ATL,160.5
2012,RB,Jonathan Stewart,CAR,157.5
2012,RB,Willis McGahee,DEN,156.4
2012,RB,Stevan Ridley,NE,154.2
2012,RB,BenJarvus Green-Ellis,CIN,151.5
2012,RB,Beanie Wells,ARI,148.2
2012,RB,Roy Helu,WAS,138.9
2012,RB,DeAngelo Williams,CAR,137.9
2012,RB,Kevin Smith,DET,135.5
2012,RB,Peyton Hillis,KC,130.1
2012,RB,Rashad Jennings,JAC,127.5
2012,RB,Donald Brown,IND,126.1
2012,RB,Ben Tate,HOU,121
2012,RB,Isaac Redman,PIT,119.5
2012,RB,Pierre Thomas,NO,118.7
2012,RB,Mark Ingram,NO,117.1
2012,RB,Daniel Thomas,MIA,116
2012,RB,Cedric Benson,GB,111.1
2012,RB,Felix Jones,DAL,110
2012,RB,Toby Gerhart,MIN,106
2012,RB,Michael Bush,CHI,104.4
2012,RB,C.J. Spiller,BUF,98.9
2012,RB,David Wilson,NYG,90
2012,RB,Jonathan Dwyer,PIT,86.8
2012,RB,Evan Royster,WAS,83.2
2012,RB,Danny Woodhead,NE,80.7
2012,RB,Ryan Williams,ARI,80.1
2012,RB,Kendall Hunter,SF,79
2012,RB,Isaiah Pead,STL,76.4
2012,RB,Jacquizz Rodgers,ATL,76
2012,RB,Le'Ron McClain,SD,76
2012,RB,Ronnie Hillman,DEN,74
2012,RB,Bernard Scott,CIN,73.9
2012,RB,Mikel Leshoure,DET,73.5
2012,RB,Rashard Mendenhall,PIT,73.2
2012,RB,Dexter McCluster,KC,71.7
2012,RB,LeGarrette Blount,TB,71.5
2012,RB,Taiwan Jones,LV,71.4
2012,RB,Shane Vereen,NE,71.3
2012,RB,Bernard Pierce,BAL,61.9
2012,RB,Montario Hardesty,CLE,60.9
2012,RB,Robert Turbin,SEA,59.4
2012,RB,Marcel Reece,LV,57
2012,RB,Vick Ballard,IND,55.9
2012,RB,James Starks,GB,52.2
2012,RB,Alex Green,GB,51.9
2012,RB,Javon Ringer,TEN,51
2012,RB,Jason Snelling,ATL,50.5
2012,RB,Lance Ball,DEN,48.7
2012,RB,Ronnie Brown,SD,47.7
2012,RB,Mike Tolbert,CAR,44.9
2012,RB,Bilal Powell,NYJ,43.8
2012,RB,LaRod Stephens-Howling,ARI,43.4
2012,RB,Dion Lewis,PHI,42.9
2012,RB,Brandon Jacobs,SF,42.8
2012,RB,Delone Carter,IND,40.9
2012,RB,Mike Goodson,LV,37.1
2012,RB,John Kuhn,GB,35.2
2012,RB,Alfred Morris,WAS,34.9
2012,RB,Leon Washington,SEA,34.7
2012,RB,Chris Rainey,PIT,34.4
2012,RB,Keiland Williams,DET,29.5
2012,RB,Chris Ivory,NO,26.5
2012,RB,Charles Clay,MIA,26.2
2012,RB,Brian Leonard,CIN,25.6
2012,RB,LaMichael James,SF,22.6
2012,RB,Ryan Grant,FA,20
2012,RB,Jahvid Best,DET,19.1
2012,RB,Joe McKnight,NYJ,19.1
2012,RB,Bryce Brown,PHI,16.9
2012,RB,Lamar Miller,MIA,16.8
2012,RB,Justin Forsett,HOU,14.9
2012,RB,Knowshon Moreno,DEN,14.8
2012,RB,Tashard Choice,BUF,13.2
2012,RB,Brandon Saine,GB,13
2012,RB,Vonta Leach,BAL,12.9
2012,RB,Phillip Tanner,DAL,12.2
2012,RB,Jackie Battle,SD,11.5
2012,RB,Daryl Richardson,STL,10.6
2012,RB,Michael Smith,TB,9.9
2012,RB,Bradie Ewing,ATL,9.3
2012,RB,Jamie Harper,TEN,8.9
2012,RB,Curtis Brinkley,SD,5.6
2012,RB,Greg Jones,JAC,5.6
2012,RB,Owen Marecic,CLE,5
2012,RB,Kregg Lumpkin,SEA,4.9
2012,RB,Johnny White,BUF,4.8
2012,RB,Anthony Dixon,SF,3.9
2012,WR,Calvin Johnson,DET,214.9
2012,WR,Victor Cruz,NYG,189.9
2012,WR,Roddy White,ATL,184.3
2012,WR,Percy Harvin,MIN,183
2012,WR,Julio Jones,ATL,182.8
2012,WR,Marques Colston,NO,180.5
2012,WR,Wes Welker,NE,173.5
2012,WR,Larry Fitzgerald,ARI,169.9
2012,WR,Greg Jennings,GB,169.8
2012,WR,Dez Bryant,DAL,169.6
2012,WR,Hakeem Nicks,NYG,168.5
2012,WR,Mike Wallace,PIT,168.1
2012,WR,Steve Smith,CAR,167.2
2012,WR,Andre Johnson,HOU,163.9
2012,WR,A.J. Green,CIN,163.8
2012,WR,Brandon Marshall,CHI,163.6
2012,WR,Jordy Nelson,GB,159.9
2012,WR,Antonio Brown,PIT,159.7
2012,WR,Jeremy Maclin,PHI,158.6
2012,WR,Eric Decker,DEN,156.2
2012,WR,Vincent Jackson,TB,156.1
2012,WR,Steve Johnson,BUF,154.8
2012,WR,Torrey Smith,BAL,151
2012,WR,Miles Austin,DAL,146.5
2012,WR,Dwayne Bowe,KC,146.4
2012,WR,Darrius Heyward-Bey,LV,141.2
2012,WR,Demaryius Thomas,DEN,140.9
2012,WR,Pierre Garcon,WAS,137.8
2012,WR,Reggie Wayne,IND,134.9
2012,WR,DeSean Jackson,PHI,133.6
2012,WR,Robert Meachem,SD,132.9
2012,WR,Santonio Holmes,NYJ,127.4
2012,WR,Michael Crabtree,SF,121.5
2012,WR,Brandon Lloyd,NE,118.7
2012,WR,Malcom Floyd,SD,118.5
2012,WR,Kenny Britt,TEN,116
2012,WR,Titus Young,DET,114.1
2012,WR,Denarius Moore,LV,113.4
2012,WR,Justin Blackmon,JAC,113
2012,WR,Sidney Rice,SEA,111.4
2012,WR,Anquan Boldin,BAL,108.4
2012,WR,Greg Little,CLE,108.2
2012,WR,Lance Moore,NO,107.6
2012,WR,James Jones,GB,107.4
2012,WR,Danny Amendola,STL,102.6
2012,WR,Brian Quick,STL,100.5
2012,WR,Laurent Robinson,JAC,99.6
2012,WR,Emmanuel Sanders,PIT,90.5
2012,WR,Nate Burleson,DET,90.3
2012,WR,Kendall Wright,TEN,90.3
2012,WR,Mike Williams,TB,90.2
2012,WR,Randall Cobb,GB,89.9
2012,WR,Santana Moss,WAS,88.5
2012,WR,Nate Washington,TEN,87.6
2012,WR,Davone Bess,MIA,87.5
2012,WR,Kevin Walter,HOU,82.7
2012,WR,Kevin Ogletree,DAL,81.8
2012,WR,Stephen Hill,NYJ,81
2012,WR,Jonathan Baldwin,KC,79.6
2012,WR,Brandon Tate,CIN,78.9
2012,WR,Randy Moss,SF,76.4
2012,WR,Jerome Simpson,MIN,74.5
2012,WR,Devery Henderson,NO,74.5
2012,WR,Brandon LaFell,CAR,74.5
2012,WR,Earl Bennett,CHI,73.9
2012,WR,Andre Roberts,ARI,73.6
2012,WR,David Nelson,BUF,72.4
2012,WR,Austin Collie,IND,71.6
2012,WR,Golden Tate,SEA,70.9
2012,WR,Jacoby Ford,LV,67.5
2012,WR,Brian Hartline,MIA,67.4
2012,WR,Michael Floyd,ARI,64.9
2012,WR,Brandon Stokley,DEN,63.6
2012,WR,Steve Smith,STL,62.6
2012,WR,Donald Jones,BUF,60.5
2012,WR,Preston Parker,TB,58.5
2012,WR,Steve Breaston,KC,57.6
2012,WR,Eddie Royal,SD,57
2012,WR,Josh Gordon,CLE,56.6
2012,WR,Leonard Hankerson,WAS,54.5
2012,WR,Jason Avant,PHI,53.3
2012,WR,Alshon Jeffery,CHI,53.2
2012,WR,Mohamed Massaquoi,CLE,49.6
2012,WR,Doug Baldwin,SEA,49.6
2012,WR,Michael Jenkins,MIN,48.7
2012,WR,Devin Hester,CHI,47.6
2012,WR,Harry Douglas,ATL,47.5
2012,WR,LaVon Brazill,IND,47
2012,WR,Vincent Brown,SD,45.7
2012,WR,Donnie Avery,IND,45.5
2012,WR,Rod Streater,LV,45.3
2012,WR,Mario Manningham,SF,44.4
2012,WR,Legedu Naanee,MIA,44.2
2012,WR,Chaz Schilens,NYJ,43.9
2012,WR,Early Doucet,ARI,42.3
2012,WR,Julian Edelman,NE,42.2
2012,WR,Brad Smith,BUF,42
2012,WR,T.J. Graham,BUF,40.6
2012,WR,Ben Obomanu,SEA,40.6
2012,WR,Domenik Hixon,NYG,40.1
2012,WR,Louis Murphy,CAR,39.8
2012,WR,Arrelious Benn,TB,38.3
2012,WR,Keshawn Martin,HOU,37.6
2012,WR,Lestar Jean,HOU,37.4
2012,WR,Jordan Norwood,CLE,36.2
2012,WR,Cecil Shorts,JAC,35.5
2012,WR,Jeremy Kerley,NYJ,34.9
2012,WR,Rueben Randle,NYG,34.6
2012,WR,Donald Driver,GB,34.5
2012,WR,Jacoby Jones,BAL,33.7
2012,WR,Devin Aromashodu,MIN,31.6
2012,WR,Braylon Edwards,SEA,31.5
2012,WR,Josh Cribbs,CLE,31.1
2012,WR,Ryan Broyles,DET,28.6
2012,WR,Chris Givens,STL,28.5
2012,WR,Mohamed Sanu,CIN,27.5
2012,WR,Andre Caldwell,DEN,25.6
2012,WR,Ted Ginn Jr.,SF,23.4
2012,WR,Damian Williams,TEN,21.6
2012,WR,Cole Beasley,DAL,21
2012,WR,Riley Cooper,PHI,19.5
2012,WR,Josh Morgan,WAS,18.9
2012,WR,Brandon Gibson,STL,17.5
2012,WR,Armon Binns,CIN,17.1
2012,WR,Ramses Barden,NYG,16.4
2012,WR,Roy Williams,FA,16
2012,WR,Plaxico Burress,FA,16
2012,WR,Jerricho Cotchery,PIT,15.6
2012,WR,Mike Thomas,JAC,14.5
2012,WR,Kevin Cone,ATL,12.7
2012,WR,David Gettis,CAR,10
2012,WR,A.J. Jenkins,SF,9.6
2012,WR,Jerrel Jernigan,NYG,9
2012,WR,Devon Wylie,KC,8.5
2012,WR,Joe Adams,CAR,8.4
2012,WR,Dezmon Briscoe,WAS,7
2012,WR,Marvin McNutt,PHI,5.6
2012,WR,Adrian Arrington,NO,5.4
2012,WR,Terrance Copper,KC,4.6
2012,WR,Lavelle Hawkins,TEN,4.1
2012,TE,Jimmy Graham,NO,215.7
2012,TE,Rob Gronkowski,NE,187.6
2012,TE,Antonio Gates,SD,136.5
2012,TE,Aaron Hernandez,NE,135.5
2012,TE,Jermichael Finley,GB,126.5
2012,TE,Vernon Davis,SF,126.5
2012,TE,Dustin Keller,NYJ,122.7
2012,TE,Jared Cook,TEN,122.6
2012,TE,Tony Gonzalez,ATL,121.9
2012,TE,Jason Witten,DAL,117.5
2012,TE,Brent Celek,PHI,114.5
2012,TE,Brandon Pettigrew,DET,114.5
2012,TE,Fred Davis,WAS,107.7
2012,TE,Jermaine Gresham,CIN,99.5
2012,TE,Greg Olsen,CAR,98.2
2012,TE,Owen Daniels,HOU,97.5
2012,TE,Jacob Tamme,DEN,95.6
2012,TE,Marcedes Lewis,JAC,92.2
2012,TE,Coby Fleener,IND,86.5
2012,TE,Ed Dickson,BAL,85.2
2012,TE,Kyle Rudolph,MIN,84.1
2012,TE,Anthony Fasano,MIA,83.5
2012,TE,Martellus Bennett,NYG,80.6
2012,TE,Lance Kendricks,STL,80.4
2012,TE,Ben Watson,CLE,77
2012,TE,Zach Miller,SEA,75.4
2012,TE,Heath Miller,PIT,71.5
2012,TE,Dallas Clark,TB,70.5
2012,TE,Todd Heap,ARI,69.2
2012,TE,Scott Chandler,BUF,65.5
2012,TE,Tony Moeaki,KC,63.9
2012,TE,Tony Scheffler,DET,56.2
2012,TE,Dennis Pitta,BAL,48.5
2012,TE,Kellen Davis,CHI,47.5
2012,TE,Brandon Myers,LV,46.5
2012,TE,Kevin Boss,KC,46.5
2012,TE,Jeremy Shockey,FA,45.5
2012,TE,Robert Housler,ARI,44.5
2012,TE,Joel Dreessen,DEN,44.5
2012,TE,John Phillips,DAL,37
2012,TE,Delanie Walker,SF,35.2
2012,TE,Dwayne Allen,IND,33.2
2012,TE,Niles Paul,WAS,27.5
2012,TE,Anthony McCoy,SEA,26
2012,TE,Jordan Cameron,CLE,26
2012,TE,Luke Stocker,TB,24.7
2012,TE,Randy McMichael,SD,22.5
2012,TE,Clay Harbor,PHI,17.6
2012,TE,Travis Beckum,NYG,17.5
2012,TE,Michael Egnew,MIA,16.7
2012,TE,Jeff King,ARI,16
2012,TE,Gary Barnidge,CAR,15
2012,TE,John Carlson,MIN,14.5
2012,TE,Ladarius Green,SD,13.8
2012,TE,James Casey,HOU,13.2
2012,TE,D.J. Williams,GB,12.5
2012,TE,Matt Spaeth,CHI,11.7
2012,TE,Craig Stevens,TEN,11.1
2012,TE,Evan Moore,SEA,10
2012,TE,David Thomas,NO,8.6
2012,TE,Donald Lee,CIN,7.7
2012,TE,Michael Palmer,ATL,7.7
2012,TE,Julius Thomas,DEN,4.6
2013,QB,Drew Brees,NO,431.9
2013,QB,Aaron Rodgers,GB,408
2013,QB,Cam Newton,CAR,379.2
2013,QB,Peyton Manning,DEN,378
2013,QB,Matt Ryan,ATL,371.4
2013,QB,Matthew Stafford,DET,370.8
2013,QB,Tony Romo,DAL,367.4
2013,QB,Colin Kaepernick,SF,366
2013,QB,Tom Brady,NE,353.5
2013,QB,Andrew Luck,IND,345.2
2013,QB,Russell Wilson,SEA,340.7
2013,QB,Eli Manning,NYG,328.7
2013,QB,Robert Griffin III,WAS,314
2013,QB,Josh Freeman,TB,313.7
2013,QB,Matt Schaub,HOU,302.6
2013,QB,Jay Cutler,CHI,298.9
2013,QB,Andy Dalton,CIN,298.1
2013,QB,Sam Bradford,STL,285.1
2013,QB,Philip Rivers,SD,284.4
2013,QB,Carson Palmer,ARI,282.8
2013,QB,Alex Smith,KC,280.3
2013,QB,Ben Roethlisberger,PIT,279.9
2013,QB,Joe Flacco,BAL,279.1
2013,QB,Michael Vick,PHI,265
2013,QB,Ryan Tannehill,MIA,261.3
2013,QB,Brandon Weeden,CLE,249.6
2013,QB,EJ Manuel,BUF,233.1
2013,QB,Jake Locker,TEN,207.5
2013,QB,Terrelle Pryor,LV,182.7
2013,QB,Geno Smith,NYJ,181.1
2013,QB,Matt Cassel,MIN,157.6
2013,QB,Chad Henne,JAC,143.8
2013,QB,Blaine Gabbert,JAC,122.5
2013,QB,Christian Ponder,MIN,98.7
2013,QB,Matt Flynn,LV,86.9
2013,QB,Ryan Fitzpatrick,TEN,84.4
2013,QB,Kirk Cousins,WAS,55.6
2013,QB,Mark Sanchez,NYJ,54.5
2013,QB,Nick Foles,PHI,51.4
2013,QB,Matt Moore,MIA,45.7
2013,QB,Jeff Tuel,BUF,34.7
2013,QB,Jason Campbell,CLE,24.9
2013,QB,Tyrod Taylor,BAL,21.5
2013,QB,Shaun Hill,DET,18.6
2013,QB,Bruce Gradkowski,PIT,18.1
2013,QB,Matt Barkley,PHI,17.5
2013,QB,Drew Stanton,ARI,16.6
2013,QB,Dominique Davis,ATL,16.1
2013,QB,Chase Daniel,KC,15.1
2013,QB,Colt McCoy,SF,13.9
2013,QB,Josh McCown,CHI,10
2013,QB,Josh Johnson,CIN,8.1
2013,QB,Kyle Orton,DAL,5.2
2013,QB,Seneca Wallace,GB,4.9
2013,QB,Dan Orlovsky,TB,4.5
2013,QB,Matt Hasselbeck,IND,4.1
2013,QB,Kellen Clemens,STL,3.7
2013,QB,Luke McCown,NO,3.5
2013,QB,Charlie Whitehurst,SD,3.3
2013,QB,Ryan Mallett,NE,2.5
2013,QB,Brock Osweiler,DEN,2.3
2013,QB,Curtis Painter,NYG,2.2
2013,QB,Derek Anderson,CAR,1.7
2013,QB,T.J. Yates,HOU,1.4
2013,RB,Adrian Peterson,MIN,272.4
2013,RB,Doug Martin,TB,247.2
2013,RB,C.J. Spiller,BUF,237.6
2013,RB,Alfred Morris,WAS,232.2
2013,RB,Ray Rice,BAL,228
2013,RB,Jamaal Charles,KC,224.7
2013,RB,Marshawn Lynch,SEA,224.3
2013,RB,LeSean McCoy,PHI,223.1
2013,RB,Arian Foster,HOU,221.9
2013,RB,Matt Forte,CHI,219.5
2013,RB,Trent Richardson,CLE,215
2013,RB,Chris Johnson,TEN,196.8
2013,RB,David Wilson,NYG,195.7
2013,RB,Steven Jackson,ATL,191.8
2013,RB,Lamar Miller,MIA,189.2
2013,RB,Reggie Bush,DET,189
2013,RB,Darren McFadden,LV,183.8
2013,RB,Frank Gore,SF,181.7
2013,RB,Stevan Ridley,NE,181.2
2013,RB,Maurice Jones-Drew,JAC,179.8
2013,RB,DeMarco Murray,DAL,176.3
2013,RB,Chris Ivory,NYJ,161
2013,RB,Ryan Mathews,SD,158.6
2013,RB,Eddie Lacy,GB,158.5
2013,RB,Darren Sproles,NO,147.7
2013,RB,DeAngelo Williams,CAR,144.3
2013,RB,Rashard Mendenhall,ARI,140.5
2013,RB,Daryl Richardson,STL,130
2013,RB,Montee Ball,DEN,126.3
2013,RB,Ahmad Bradshaw,IND,125.3
2013,RB,Giovani Bernard,CIN,124.3
2013,RB,BenJarvus Green-Ellis,CIN,117.7
2013,RB,Shane Vereen,NE,115.5
2013,RB,Ben Tate,HOU,115.1
2013,RB,Le'Veon Bell,PIT,112
2013,RB,Mark Ingram,NO,111.6
2013,RB,Ronnie Hillman,DEN,108.5
2013,RB,Bryce Brown,PHI,100.2
2013,RB,Pierre Thomas,NO,95.7
2013,RB,Fred Jackson,BUF,95
2013,RB,Vick Ballard,IND,93.5
2013,RB,Isaac Redman,PIT,92
2013,RB,Bernard Pierce,BAL,91.9
2013,RB,Danny Woodhead,SD,90.8
2013,RB,Jacquizz Rodgers,ATL,88.2
2013,RB,Daniel Thomas,MIA,87.1
2013,RB,Bilal Powell,NYJ,80.4
2013,RB,Michael Bush,CHI,79.4
2013,RB,Denard Robinson,JAC,77.7
2013,RB,Toby Gerhart,MIN,77.2
2013,RB,Andre Brown,NYG,75.9
2013,RB,Isaiah Pead,STL,73
2013,RB,Mike Tolbert,CAR,72
2013,RB,Joique Bell,DET,71
2013,RB,Dexter McCluster,KC,62.4
2013,RB,Marcel Reece,LV,57.6
2013,RB,Jonathan Stewart,CAR,56.1
2013,RB,Kendall Hunter,SF,55.6
2013,RB,Christine Michael,SEA,50.2
2013,RB,Shonn Greene,TEN,50.1
2013,RB,Knile Davis,KC,49.2
2013,RB,Stepfan Taylor,ARI,47.1
2013,RB,Roy Helu,WAS,46.5
2013,RB,Mike James,TB,43.3
2013,RB,Joseph Randle,DAL,43.2
2013,RB,Knowshon Moreno,DEN,40.1
2013,RB,Lance Dunbar,DAL,39.4
2013,RB,LeGarrette Blount,NE,39.1
2013,RB,Ronnie Brown,SD,38.2
2013,RB,Rashad Jennings,LV,37.9
2013,RB,Mikel Leshoure,DET,37.2
2013,RB,Charles Clay,MIA,35
2013,RB,Ryan Williams,ARI,32.3
2013,RB,Dennis Johnson,CLE,31.2
2013,RB,Jason Snelling,ATL,30.9
2013,RB,LaMichael James,SF,30.7
2013,RB,Donald Brown,IND,30.4
2013,RB,Johnathan Franklin,GB,29.2
2013,RB,Jordan Todman,JAC,28.4
2013,RB,Da'Rel Scott,NYG,27.7
2013,RB,Robert Turbin,SEA,26.8
2013,RB,LaRod Stephens-Howling,PIT,26.4
2013,RB,Chris Ogbonnaya,CLE,25.1
2013,RB,Zac Stacy,STL,24.8
2013,RB,Vonta Leach,BAL,24.4
2013,RB,John Kuhn,GB,23.8
2013,RB,Brian Leonard,TB,22.3
2013,RB,Mike Goodson,NYJ,19.3
2013,RB,Brandon Bolden,NE,17.2
2013,RB,Chris Polk,PHI,16.7
2013,RB,Justin Forsett,JAC,13.6
2013,RB,Alex Green,NYJ,12.2
2013,RB,James Starks,GB,11.9
2013,RB,Anthony Dixon,SF,10.9
2013,RB,Peyton Hillis,TB,10.8
2013,RB,Tashard Choice,BUF,10.6
2013,RB,Travaris Cadet,NO,10.3
2013,RB,Cyrus Gray,KC,9.5
2013,RB,Evan Royster,WAS,9.4
2013,RB,Le'Ron McClain,SD,8
2013,RB,Tommy Bohanon,NYJ,7.6
2013,RB,Jerome Felton,MIN,5.4
2013,RB,Phillip Tanner,DAL,5.3
2013,RB,Theo Riddick,DET,4.9
2013,RB,Mike Gillislee,MIA,4.8
2013,RB,Greg Jones,HOU,4.6
2013,RB,Andre Ellington,ARI,4
2013,RB,Rex Burkhead,CIN,3.7
2013,RB,Kerwynn Williams,IND,3.7
2013,RB,Jawan Jamison,WAS,3.4
2013,RB,Bradie Ewing,ATL,2.8
2013,RB,Kenjon Barner,CAR,2.4
2013,RB,Michael Smith,TB,2.4
2013,RB,Chris Thompson,WAS,2.2
2013,RB,Marcus Lattimore,SF,1.3
2013,WR,Calvin Johnson,DET,234.5
2013,WR,Dez Bryant,DAL,207.4
2013,WR,A.J. Green,CIN,194
2013,WR,Demaryius Thomas,DEN,191.9
2013,WR,Julio Jones,ATL,187
2013,WR,Andre Johnson,HOU,186.5
2013,WR,Brandon Marshall,CHI,185
2013,WR,Vincent Jackson,TB,181.5
2013,WR,Randall Cobb,GB,179.1
2013,WR,Roddy White,ATL,177.8
2013,WR,Victor Cruz,NYG,168.4
2013,WR,Larry Fitzgerald,ARI,166.4
2013,WR,Marques Colston,NO,166.2
2013,WR,Pierre Garcon,WAS,162.5
2013,WR,Dwayne Bowe,KC,156.5
2013,WR,Jordy Nelson,GB,152.6
2013,WR,Torrey Smith,BAL,151.4
2013,WR,Danny Amendola,NE,150
2013,WR,Antonio Brown,PIT,147.3
2013,WR,Steve Smith,CAR,146
2013,WR,Eric Decker,DEN,145.9
2013,WR,Mike Wallace,MIA,145.2
2013,WR,Reggie Wayne,IND,143.7
2013,WR,Cecil Shorts,JAC,141.5
2013,WR,Hakeem Nicks,NYG,139.5
2013,WR,Steve Johnson,BUF,137.7
2013,WR,Wes Welker,DEN,133.5
2013,WR,DeSean Jackson,PHI,132.9
2013,WR,Lance Moore,NO,129.5
2013,WR,Tavon Austin,STL,127.5
2013,WR,T.Y. Hilton,IND,127.5
2013,WR,James Jones,GB,125.5
2013,WR,Kenny Britt,TEN,123.7
2013,WR,Miles Austin,DAL,123.1
2013,WR,Anquan Boldin,SF,122.7
2013,WR,Mike Williams,TB,119.5
2013,WR,Vincent Brown,SD,118.4
2013,WR,Michael Floyd,ARI,118.3
2013,WR,Golden Tate,SEA,117.6
2013,WR,Brian Hartline,MIA,117.5
2013,WR,Greg Jennings,MIN,116.9
2013,WR,Denarius Moore,LV,114.1
2013,WR,Chris Givens,STL,113.5
2013,WR,Josh Gordon,CLE,111.7
2013,WR,Emmanuel Sanders,PIT,110.5
2013,WR,Alshon Jeffery,CHI,103
2013,WR,Sidney Rice,SEA,101.5
2013,WR,Justin Blackmon,JAC,96.5
2013,WR,Greg Little,CLE,92.5
2013,WR,Nate Washington,TEN,92
2013,WR,DeAndre Hopkins,HOU,90.7
2013,WR,Rueben Randle,NYG,87.2
2013,WR,Malcom Floyd,SD,86.8
2013,WR,Stephen Hill,NYJ,85.5
2013,WR,Ryan Broyles,DET,85.5
2013,WR,Brandon LaFell,CAR,83.5
2013,WR,Rod Streater,LV,81.5
2013,WR,Kenbrell Thompkins,NE,79
2013,WR,Jacoby Jones,BAL,78.4
2013,WR,Andre Roberts,ARI,75.9
2013,WR,Mohamed Sanu,CIN,73.9
2013,WR,Kendall Wright,TEN,72.3
2013,WR,Darrius Heyward-Bey,IND,71.5
2013,WR,Santana Moss,WAS,70.7
2013,WR,Robert Woods,BUF,70.5
2013,WR,Donnie Avery,KC,68
2013,WR,Leonard Hankerson,WAS,67.2
2013,WR,Davone Bess,CLE,65.1
2013,WR,Nate Burleson,DET,64.4
2013,WR,Jacoby Ford,LV,63.3
2013,WR,Riley Cooper,PHI,61.1
2013,WR,Cordarrelle Patterson,MIN,58.4
2013,WR,Brandon Gibson,MIA,57.5
2013,WR,Santonio Holmes,NYJ,56.8
2013,WR,Jeremy Kerley,NYJ,53.6
2013,WR,Markus Wheaton,PIT,53.2
2013,WR,Keenan Allen,SD,51.7
2013,WR,Terrance Williams,DAL,49.6
2013,WR,Austin Pettis,STL,48.5
2013,WR,Harry Douglas,ATL,48.2
2013,WR,Julian Edelman,NE,46.6
2013,WR,Marlon Moore,SF,46.4
2013,WR,Kenny Stills,NO,45.9
2013,WR,Aaron Dobson,NE,43.5
2013,WR,Doug Baldwin,SEA,43.4
2013,WR,Domenik Hixon,CAR,43.2
2013,WR,T.J. Graham,BUF,40.7
2013,WR,Jason Avant,PHI,40
2013,WR,Marlon Brown,BAL,39.7
2013,WR,Quinton Patton,SF,39.6
2013,WR,Kevin Ogletree,TB,38.9
2013,WR,Earl Bennett,CHI,38.5
2013,WR,Mario Manningham,SF,37.1
2013,WR,Jordan Shipley,JAC,35.5
2013,WR,Josh Morgan,WAS,34.5
2013,WR,Marvin Jones,CIN,33.4
2013,WR,Nick Toon,NO,32.5
2013,WR,Andrew Hawkins,CIN,31.7
2013,WR,A.J. Jenkins,KC,31.6
2013,WR,Jarius Wright,MIN,30.5
2013,WR,Percy Harvin,SEA,29.6
2013,WR,Keshawn Martin,HOU,29.6
2013,WR,Damaris Johnson,PHI,29.3
2013,WR,Brandon Stokley,BAL,28.2
2013,WR,Jerome Simpson,MIN,27.3
2013,WR,Eddie Royal,SD,27.2
2013,WR,Cole Beasley,DAL,26.5
2013,WR,Patrick Edwards,DET,26
2013,WR,Jermaine Kearse,SEA,26
